,country,continent,year,lifeExp,pop,gdpPercap,Two_Letter_Country_Code,iso_alpha,iso_num
11650,"Yemen, Rep.葉門",Asia,1980,47.14,9156167,1918,YE,YEM,887
11655,"Yemen, Rep.葉門",Asia,1985,51.4,10594651,1974,YE,YEM,887
11660,"Yemen, Rep.葉門",Asia,1990,54.53,12508534,1916,YE,YEM,887
11665,"Yemen, Rep.葉門",Asia,1995,57.05,14843097,2022,YE,YEM,887
11670,"Yemen, Rep.葉門",Asia,2000,59.39,17551353,2188,YE,YEM,887
11675,"Yemen, Rep.葉門",Asia,2005,61.74,20807549,2262,YE,YEM,887
11680,"Yemen, Rep.葉門",Asia,2010,65.55,23154855,1869,YE,YEM,887
11685,"Yemen, Rep.葉門",Asia,2015,66.09,26497889,1182,YE,YEM,887
11690,"Yemen, Rep.葉門",Asia,2020,66.12,29825964,513,YE,YEM,887
11695,"Yemen, Rep.葉門",Asia,2025,66.17,33116426,582,YE,YEM,887
11700,"Yemen, Rep.葉門",Asia,2030,66.22,36406888,772,YE,YEM,887
11703,Zambia尚比亞,Africa,1950,41.22,2651600,1082,ZM,ZMB,894
11708,Zambia尚比亞,Africa,1955,43.26,2819800,1246,ZM,ZMB,894
11713,Zambia尚比亞,Africa,1960,45.24,3259000,1396,ZM,ZMB,894
11718,Zambia尚比亞,Africa,1965,47.07,3708400,1647,ZM,ZMB,894
11723,Zambia尚比亞,Africa,1970,49.17,4263898,1775,ZM,ZMB,894
11728,Zambia尚比亞,Africa,1975,50.87,4932529,1663,ZM,ZMB,894
11733,Zambia尚比亞,Africa,1980,51.65,5746864,1481,ZM,ZMB,894
11738,Zambia尚比亞,Africa,1985,51.22,6803606,1291,ZM,ZMB,894
11743,Zambia尚比亞,Africa,1990,47.99,7937660,1212,ZM,ZMB,894
11748,Zambia尚比亞,Africa,1995,42.58,9003139,1127,ZM,ZMB,894
11753,Zambia尚比亞,Africa,2000,39.61,10124602,1072,ZM,ZMB,894
11758,Zambia尚比亞,Africa,2005,41.11,11285945,1191,ZM,ZMB,894
11763,Zambia尚比亞,Africa,2010,55.66,13605984,1368,ZM,ZMB,894
11768,Zambia尚比亞,Africa,2015,61.74,15879361,1529,ZM,ZMB,894
11773,Zambia尚比亞,Africa,2020,64.44,18383955,1600,ZM,ZMB,894
11778,Zambia尚比亞,Africa,2025,66.78,21354730,1735,ZM,ZMB,894
11783,Zambia尚比亞,Africa,2030,69.11,24325505,1810,ZM,ZMB,894
11786,Zimbabwe辛巴威,Africa,1950,47.64,3060507,362,ZW,ZWE,716
11791,Zimbabwe辛巴威,Africa,1955,49.66,3317280,474,ZW,ZWE,716
11796,Zimbabwe辛巴威,Africa,1960,51.6,4025178,524,ZW,ZWE,716
11801,Zimbabwe辛巴威,Africa,1965,53.34,4708354,553,ZW,ZWE,716
11806,Zimbabwe辛巴威,Africa,1970,54.98,5514854,708,ZW,ZWE,716
11811,Zimbabwe辛巴威,Africa,1975,58.47,6926368,793,ZW,ZWE,716
11816,Zimbabwe辛巴威,Africa,1980,61.56,8584460,739,ZW,ZWE,716
11821,Zimbabwe辛巴威,Africa,1985,61.17,10109171,699,ZW,ZWE,716
11826,Zimbabwe辛巴威,Africa,1990,52.24,11124705,753,ZW,ZWE,716
11831,Zimbabwe辛巴威,Africa,1995,42.72,11717917,720,ZW,ZWE,716
11836,Zimbabwe辛巴威,Africa,2000,42.09,12157311,551,ZW,ZWE,716
11841,Zimbabwe辛巴威,Africa,2005,43.49,12311143,470,ZW,ZWE,716
11846,Zimbabwe辛巴威,Africa,2010,50.64,12697723,648,ZW,ZWE,716
11851,Zimbabwe辛巴威,Africa,2015,59.53,13814629,945,ZW,ZWE,716
11856,Zimbabwe辛巴威,Africa,2020,61.96,14862924,950,ZW,ZWE,716
11861,Zimbabwe辛巴威,Africa,2025,63.88,16229686,1319,ZW,ZWE,716
11866,Zimbabwe辛巴威,Africa,2030,65.79,17596447,1724,ZW,ZWE,716
